idMarca,version,marca
2007,"CADILLAC CTS S LUJO QC 6 CIL AUT","CADILLAC"
2007,"CADILLAC DE VILLE B 8 CIL AUT","CADILLAC"
2007,"CADILLAC DE VILLE DHS H 8 CIL AUT","CADILLAC"
2007,"CADILLAC DE VILLE N 8 CIL AUT","CADILLAC"
2007,"CADILLAC DE VILLE/A 8 CIL AUT","CADILLAC"
2007,"CADILLAC DTS LUXUR 8 CIL AUT","CADILLAC"
2007,"CADILLAC ESCALADE 4X2 PAQUETE A","CADILLAC"
2007,"CADILLAC ESCALADE A QC 4X4 8 CIL AUT","CADILLAC"
2007,"CADILLAC ESCALADE B 4X4 8 CIL AUT","CADILLAC"
2007,"CADILLAC ESCALADE C 4X2 8 CIL AUT","CADILLAC"
2007,"CADILLAC ESCALADE D QC 4X2 8 CIL AUT","CADILLAC"
2007,"CADILLAC ESCALADE ESV A/Q 4X4 PAQ A AUT","CADILLAC"
2007,"CADILLAC ESCALADE ESV P/E QC 4X4 PAQ B AUT","CADILLAC"
2007,"CADILLAC ESCALADE EXT 4X4 8 CIL AUT","CADILLAC"
2007,"CADILLAC ESCALADE EXT QC 4X4 8 CIL AUT","CADILLAC"
2007,"CADILLAC HUMMER H1 OPEN TOP 8 CIL AUT","CHEVROLET"
2007,"CADILLAC HUMMER H1 WAGON 8 CIL AUT","CHEVROLET"
2007,"CADILLAC HUMMER H2 ADVENTURE 8 CIL AUT","CHEVROLET"
2007,"CADILLAC HUMMER H2 BASE 8 CIL AUT","CHEVROLET"
2007,"CADILLAC HUMMER H2 LUX 8 CIL AUT","CHEVROLET"
2007,"CADILLAC HUMMER H3 ADVENTURE 5 CIL AUT","CHEVROLET"
2007,"CADILLAC HUMMER H3 LUXURY 5 CIL AUT","CHEVROLET"
2007,"CADILLAC SRX A 4X2 3.6L 6 CIL AUT","CADILLAC"
2007,"CADILLAC SRX B 4X4 3.6L 6 CIL  AUT","CADILLAC"
2007,"CADILLAC SRX C 4X4 4.6L 8 CIL AUT","CADILLAC"
2007,"CADILLAC STS 4P AUT PAQ.B","CADILLAC"
2007,"CADILLAC STS 4P AUT PAQ.F","CADILLAC"
2007,"CADILLAC STS E 6 CIL AUT","CADILLAC"
2007,"CADILLAC XLR B 8 CIL AUT","CADILLAC"
2007,"CALIBER  R/T CVT AWD 2.4 AUT","CHRYSLER"
2007,"CALIBER R/T AWD AUT BA","CHRYSLER"
2007,"CALIBER R/T AWD AUT FULL","CHRYSLER"
2007,"CALIBER RT CVT FWD 24 AUT","CHRYSLER"
2007,"CALIBER SE 4CIL.STD.","CHRYSLER"
2007,"CALIBER SE AT SVT  5P 2.0L (T)","CHRYSLER"
2007,"CALIBER SE AUT BA","CHRYSLER"
2007,"CALIBER SE AUT BA A/AC","CHRYSLER"
2007,"CALIBER SE AUT BA A/C EE","CHRYSLER"
2007,"CALIBER SE AUT CVT 5P 2.0L","CHRYSLER"
2007,"CALIBER SE AUT CVT 5P 2.0L A/B","CHRYSLER"
2007,"CALIBER SE FULL AUT","CHRYSLER"
2007,"CALIBER SE STD 5P A/AC","CHRYSLER"
2007,"CALIBER SE STD BA ABS","CHRYSLER"
2007,"CALIBER SE STD BA ABS A/AC","CHRYSLER"
2007,"CALIBER SE STD BA ABS A/AC EE","CHRYSLER"
2007,"CALIBER SE STD FULL","CHRYSLER"
2007,"CALIBER SXT AC EE ABS RA BA 4CIL.AUT.","CHRYSLER"
2007,"CALIBER SXT AC EE ABS RA BA QC 4CIL.AUT.","CHRYSLER"
2007,"CALIBER SXT AUT BA","CHRYSLER"
2007,"CALIBER SXT AUT FULL","CHRYSLER"
2007,"CALIBER SXT BASE AUT 5P (T)","CHRYSLER"
2007,"CALIBER SXT BASE STD 1.8L 4CIL E/E","CHRYSLER"
2007,"CAMARO 8 CIL STD","CHEVROLET"
2007,"CAMARO LUJO/PIEL 8 CIL AUT","CHEVROLET"
2007,"CAMARO PIEL 8 CIL STD","CHEVROLET"
2007,"CAMRY LE PIEL.","TOYOTA"
2007,"CAMRY LE TELA","TOYOTA"
2007,"CAMRY XLE L4 AUT","TOYOTA"
2007,"CAMRY XLE L6 A/AC PIEL BA QC AUT","TOYOTA"
2007,"CAMRY XLE PIEL CD A/AC Q/C.","TOYOTA"
2007,"CARRY ALL 8 CIL A/S","CHEVROLET"
2007,"CAYENNE 6CIL.AUT.","PORSCHE"
2007,"CAYENNE S 6CIL.AUT.","PORSCHE"
2007,"CAYENNE S 8CIL.AUT.","PORSCHE"
2007,"CAYENNE TURBO 8CIL.AUT.","PORSCHE"
2007,"CAYMAN COUPE STD","PORSCHE"
2007,"CAYMAN S 6CIL.STD.","PORSCHE"
2007,"CAYMAN S COUPE TIPTRONIC","PORSCHE"
2007,"CHARGER R/T 8 CIL AUT","CHRYSLER"
2007,"CHARGER R/T DAYTONA 8 CIL AUT","CHRYSLER"
2007,"CHARGER R/T QC 8 CIL AUT","CHRYSLER"
2007,"CHARGER SE 6 CIL AUT","CHRYSLER"
2007,"CHARGER SRT8 6.1L AUT. V8 QC","CHRYSLER"
2007,"CHARGER SRT8 SUPER BEE 61L AUT V8","CHRYSLER"
2007,"CHARGER SXT 6 CIL AUT","CHRYSLER"
2007,"CHARGER SXT QC 6 CIL AUT","CHRYSLER"
2007,"CHEVY 4 PTAS. B STD DH","CHEVROLET"
2007,"CHEVY 4 PTAS. C STD A/AC CD DH","CHEVROLET"
2007,"CHEVY 4 PTAS. D AUT A/AC CD DH","CHEVROLET"
2007,"CHEVY 4 PTAS. E STD A/A R/A MP3","CHEVROLET"
2007,"CHEVY 4 PTAS. M STD A/AC DH","CHEVROLET"
2007,"CHEVY 5 PTAS. B STD","CHEVROLET"
2007,"CHEVY 5 PTAS. C STD A/AC CD DH","CHEVROLET"
2007,"CHEVY 5 PTAS. D AUT A/AC CD DH","CHEVROLET"
2007,"CHEVY 5 PTAS. M STD A/AC","CHEVROLET"
2007,"CHEVY C2 3 PTAS COMFORT E","CHEVROLET"
2007,"CHEVY C2 3 PTAS COMFORT F AUT","CHEVROLET"
2007,"CHEVY C2 4 PTAS COMFORT E","CHEVROLET"
2007,"CHEVY C2 4 PTAS COMFORT F AUT","CHEVROLET"
2007,"CHEVY C2 5 PTAS COMFORT E","CHEVROLET"
2007,"CHEVY C2 5 PTAS COMFORT F AUT","CHEVROLET"
2007,"CHEVY C2 B 4 CIL STD 3 PTAS","CHEVROLET"
2007,"CHEVY C2 B SEDAN 4 CIL STD","CHEVROLET"
2007,"CHEVY C2 C A.AC RA 4 CIL STD","CHEVROLET"
2007,"CHEVY C2 C SEDAN A.AC RA 4 CIL STD","CHEVROLET"
2007,"CHEVY C2 D A.AC RA 4 CIL AUT","CHEVROLET"
2007,"CHEVY C2 D SEDAN A.AC RA 4 CIL AUT","CHEVROLET"
2007,"CHEVY C2 M A.AC 4 CIL STD","CHEVROLET"
2007,"CHEVY C2 M SEDAN A.AC 4 CIL STD","CHEVROLET"
2007,"CHEVY C2 S A.AC RA 4 CIL STD","CHEVROLET"
2007,"CIRRUS CONVERTIBLE PIEL TURBO 4 CIL AUT","CHRYSLER"
2007,"CIRRUS CONVERTIBLE PIEL TURBO 6 CIL AUT","CHRYSLER"
2007,"CIRRUS COUPE PIEL 6 CIL AUT","CHRYSLER"
2007,"CIRRUS COUPE PIEL QC 6 CIL AUT","CHRYSLER"
2007,"CIRRUS LX / LXI PIEL B.A. TURBO 4 CIL.AUT.","CHRYSLER"
2007,"CIRRUS LX / LXI PIEL BA 6CIL.AUT.","CHRYSLER"
2007,"CIRRUS LX / LXI PIEL BA QC 6CIL.AUT.","CHRYSLER"
2007,"CIRRUS LX / LXI QC TURBO 4 CIL AUT","CHRYSLER"
2007,"CIRRUS LX / LXI TURBO 4 CIL AUT","CHRYSLER"
2007,"CIRRUS LX/LXI 6 CIL AUT","CHRYSLER"
2007,"CIRRUS LX/LXI PIEL 6 CIL AUT","CHRYSLER"
2007,"CIRRUS LX/LXI PIEL QC 4 CIL AUT","CHRYSLER"
2007,"CIRRUS LX/LXI PIEL TURBO 4 CIL AUT","CHRYSLER"
2007,"CIRRUS LXI SEDAN BASE TELA  AUT.","CHRYSLER"
2007,"CIRRUS SEDAN BASE AUT 2.4L 4CIL ","CHRYSLER"
2007,"CIRRUS SEDAN LIMITED","CHRYSLER"
2007,"CIRRUS SEDAN TOURING","CHRYSLER"
2007,"CIVIC COUPE SI STD","HONDA"
2007,"CIVIC EXS AUT. 4 CIL. 1.8L. AA ABS BA EE QC CD","HONDA"
2007,"CIVIC EXS SEDAN AUT","HONDA"
2007,"CIVIC EXS SEDAN STD","HONDA"
2007,"CIVIC LXS SEDAN AUT","HONDA"
2007,"CIVIC LXS SEDAN STD","HONDA"
2007,"CIVIC SI SPORT STD. 2.0L. 4 PTAS.","HONDA"
2007,"CLIO AUTENTIQUE A/AC 4 CIL AUT","RENAULT"
2007,"CLIO AUTHENTIQUE 4 CIL STD","RENAULT"
2007,"CLIO AUTHENTIQUE A/AC 4 CIL STD","RENAULT"
2007,"CLIO BEAT","RENAULT"
2007,"CLIO CAMPUS 4 CIL STD","RENAULT"
2007,"CLIO CAMPUS A.AC. 4 CIL STD","RENAULT"
2007,"CLIO CODE A.AC EE ABS MP3 4 CIL AUT","RENAULT"
2007,"CLIO CODE A.AC EE ABS MP3 4 CIL STD","RENAULT"
2007,"CLIO ENERGY STD","RENAULT"
2007,"CLIO ENERGY STD C/A AC","RENAULT"
2007,"CLIO EURO AUTENTIQUE A.AC. 4CIL.STD.","RENAULT"
2007,"CLIO EURO DYNAMIQUE A.AC. 4CIL.STD.","RENAULT"
2007,"CLIO EXPRESSION A.AC 4 CIL STD","RENAULT"
2007,"CLIO EXPRESSION A.AC. 4 CIL AUT","RENAULT"
2007,"CLIO EXPRESSION MTV A.AC. ABS 4 CIL AUT","RENAULT"
2007,"CLIO EXPRESSION/MTV A.AC. ABS 4 CIL STD","RENAULT"
2007,"CLIO INITIALE PARIS A.AC. PIEL EE 4 CIL AUT","RENAULT"
2007,"CLIO KIT DYNAMIQUE A.AC. EE RA 4 CIL STD","RENAULT"
2007,"CLIO MP3 A.AC EE ABS 4 CIL AUT","RENAULT"
2007,"CLIO MP3 A.AC. E.E. ABS 4 CIL STD","RENAULT"
2007,"CLIO SPORT PIEL A.AC 4 CIL STD","RENAULT"
2007,"CLIO SPORT PIEL BLUE EDIT A.AC. 4 CIL STD","RENAULT"
2007,"CLIO TEAM RENAULT SPORT 2.0L 4 CIL STD","RENAULT"
2007,"CLK-500 CONVERTIBLE","MERCEDES BENZ"
2007,"CLS 63 AMG","MERCEDES BENZ"
2007,"CLUB WAGON/ECONO CHATEAU 7/8 PAS 8 CIL AUT","FORD"
2007,"CLUB WAGON/ECONOLINE XL 12 PAS 8 CIL AUT","FORD"
2007,"CLUB WAGON/ECONOLINE XL 15 PAS 8 CIL AUT","FORD"
2007,"CLUB WAGON/ECONOLINE XL 15 PAS DIESEL 8 CIL AUT","FORD"
2007,"CLUB WAGON/ECONOLINE XL 8 PAS 6 CIL AUT","FORD"
2007,"CLUB WAGON/ECONOLINE XL 8 PAS 8 CIL AUT","FORD"
2007,"COMPASS BASE STD TELA","JEEP"
2007,"CORDABA BLITZ 2.0L STD","SEAT"
2007,"CORDOBA AUSTERO 4 CIL STD","SEAT"
2007,"CORDOBA BLITZ 1.6 L  STD","SEAT"
2007,"CORDOBA FRESC A.AC R.A QUEM 4CIL.STD.","SEAT"
2007,"CORDOBA LUJO E.E. A.AC. 4CIL.AUT.","SEAT"
2007,"CORDOBA LUJO E.E. A.AC. 4CIL.STD.","SEAT"
2007,"CORDOBA LUJO E.E. A.AC.PIEL 4CIL.STD.","SEAT"
2007,"CORDOBA LUJO E.E. A.AC.QUEM. 4CIL.AUT.","SEAT"
2007,"CORDOBA LUJO E.E. A.AC.QUEM. 4CIL.STD.","SEAT"
2007,"CORDOBA REFERENCE 1.6 4CIL.STD.","SEAT"
2007,"CORDOBA REFERENCE 1.6 A.AC QC  STD","SEAT"
2007,"CORDOBA REFERENCE 1.6 A.AC. 4CIL.STD.","SEAT"
2007,"CORDOBA REFERENCE 2.0 4CIL.STD.","SEAT"
2007,"CORDOBA REFERENCE 2.0 A.AC. 4CIL.STD.","SEAT"
2007,"CORDOBA REFERENCE 2.0 A.AC.QUEM.4CIL.STD","SEAT"
2007,"CORDOBA SIGNO A.AC EE 4CIL.STD.","SEAT"
2007,"CORDOBA SIGNO A.AC EE QUEM 4CIL.STD.","SEAT"
2007,"CORDOBA SPORT A A.AC EE 4CIL.STD.","SEAT"
2007,"CORDOBA SPORT A A.AC EE QUEM 4CIL.AUT.","SEAT"
2007,"CORDOBA SPORT A AC QC /MINUS 4CIL.STD.","SEAT"
2007,"CORDOBA SPORT B A.AC EE PIEL 4CIL.STD.","SEAT"
2007,"CORDOBA SPORT B A.AC EE PIEL QUE4CIL.STD","SEAT"
2007,"CORDOBA SPORT STD 2.0L 4CIL FAROS XENON CONTROL F1","SEAT"
2007,"CORDOBA SPORTY A.AC R.A. 4CIL.STD.","SEAT"
2007,"CORDOBA SPORTY A.AC R.A.QUEM EE 4CIL.STD","SEAT"
2007,"CORDOBA STYLANCE 2.0L STD 4 PTAS.","SEAT"
2007,"CORDOBA STYLANCE QC A/AC STD","SEAT"
2007,"CORDOBA STYLANCE SPORT STD 2.0L 4CIL","SEAT"
2007,"CORDOBA TIPICO A.AC. 4CIL.AUT.","SEAT"
2007,"CORDOBA TIPICO A.AC. 4CIL.STD.","SEAT"
2007,"CORDOBA TIPICO A.AC. E.E. 4CIL.STD.","SEAT"
2007,"COROLLA CE 4 CIL AUT","TOYOTA"
2007,"COROLLA CE 4 CIL STD","TOYOTA"
2007,"COROLLA LE 4CIL.AUT.","TOYOTA"
2007,"COROLLA LE 4CIL.STD.","TOYOTA"
2007,"COROLLA LE AUT EE EQ. A/AC","TOYOTA"
2007,"COROLLA LE QUEM 4 CIL AUT","TOYOTA"
2007,"COROLLA SPORT 4CIL.STD.","TOYOTA"
2007,"CORSA A A/AC 4 CIL AUT","CHEVROLET"
2007,"CORSA B 4 CIL STD","CHEVROLET"
2007,"CORSA C A/AC EE RA 4 CIL STD","CHEVROLET"
2007,"CORSA E A/AC EE RA 4 CIL STD","CHEVROLET"
2007,"CORSA HATCH B STD SEGUROS CAJUELA E/E 5PTAS","CHEVROLET"
2007,"CORSA HB E STD A/AC DH CD VE B/A","CHEVROLET"
2007,"CORSA M A/AC 4 CIL STD","CHEVROLET"
2007,"CORSA SEDAN A A/AC 4 CIL AUT","CHEVROLET"
2007,"CORSA SEDAN B 4 CIL STD","CHEVROLET"
2007,"CORSA SEDAN C A/AC EE RA 4 CIL STD","CHEVROLET"
2007,"CORSA SEDAN D A/AC EE RA 4 CIL AUT","CHEVROLET"
2007,"CORSA SEDAN D A/AC EE RA 4 CIL STD","CHEVROLET"
2007,"CORSA SEDAN E STD A/AC DH CD VE B/A","CHEVROLET"
2007,"CORSA SEDAN F T EASYTRONIC 5V","CHEVROLET"
2007,"CORSA SEDAN M A/AC 4 CIL STD","CHEVROLET"
2007,"CORSA SEDAN M STD 4P","CHEVROLET"
2007,"CORSA SEDAN U EE 4 CIL STD","CHEVROLET"
2007,"CORSA SEDAN V 4 CIL STD","CHEVROLET"
2007,"CORVETTE CONVERTIBLE 8 CIL AUT","CHEVROLET"
2007,"CORVETTE CONVERTIBLE A AUT","CHEVROLET"
2007,"CORVETTE CONVERTIBLE ED 50 AÐOS 8 CIL A/S","CHEVROLET"
2007,"CORVETTE CONVERTIBLE M STD","CHEVROLET"
2007,"CORVETTE COUPE 8 CIL A/S","CHEVROLET"
2007,"CORVETTE COUPE ED 50 AÐOS 8 CIL A/S","CHEVROLET"
2007,"CORVETTE HARD TOP 8 CIL STD","CHEVROLET"
2007,"CR-V EXL AUT 4CIL 4X2","HONDA"
2007,"CROSS FOX STD.","VOLKSWAGEN"
2007,"CROSSFIRE A/AC PIEL EE RA 6 CIL STD","CHRYSLER"
2007,"CROSSFOX STD AMARILLO EE CD","VOLKSWAGEN"
2007,"CROSSFOX STD PINTURA METALICA","VOLKSWAGEN"
2007,"CX-7 GRAND TOURING 4X4 AUT","MAZDA"
2007,"CX-9 GRAND TOURING AWD DVD","MAZDA"
2007,"CX-9 GRAND TOURING AWD QC","MAZDA"
2007,"DERBY 2.0 L A/AC 4 CIL AUT","VOLKSWAGEN"
2007,"DERBY 2.0 L A/AC 4 CIL STD","VOLKSWAGEN"
2007,"DERBY ENTRY 4 CIL STD","VOLKSWAGEN"
2007,"DERBY ENTRY A/AC 4 CIL STD","VOLKSWAGEN"
2007,"DERBY SPORTLINE A/AC 2.0 L 4 CIL STD","VOLKSWAGEN"
2007,"DERBY TRENDL/WOLFSB A/AC 1.8L 4 CIL STD","VOLKSWAGEN"
2007,"DERBY/MI 1.8L 4 CIL STD","VOLKSWAGEN"
2007,"DERBY/MI 1.8L A/AC 4 CIL STD","VOLKSWAGEN"
2007,"DERBY/WOLFSBURG/TRENDLINE 1.8L 4 CIL STD","VOLKSWAGEN"
2007,"DERBY/WOLFSBURG/TRENDLINE 2.0 L 4 CIL STD","VOLKSWAGEN"
2007,"DISCOVERY SD 8CIL.AUT.","LAND ROVER"
2007,"DISCOVERY SE7 DOBLE TECHO CORRE.8CIL.AUT","LAND ROVER"
2007,"DURANGO 4X2 AC TELA","CHRYSLER"
2007,"DURANGO 4X2 AC TELA AC","CHRYSLER"
2007,"DURANGO LIMITED 4X2 8 CIL AUT","CHRYSLER"
2007,"DURANGO LIMITED 4X2 AC TELA","CHRYSLER"
2007,"DURANGO LIMITED 4X4 AC PIEL","CHRYSLER"
2007,"DURANGO LIMITED PIEL 4X2 8 CIL AUT","CHRYSLER"
2007,"DURANGO LIMITED PIEL 4X4 8 CIL AUT","CHRYSLER"
2007,"DURANGO LIMITED PIEL QC 4X2 8 CIL AUT","CHRYSLER"
2007,"DURANGO R/T PIEL 4X4 8 CIL AUT","CHRYSLER"
2007,"DURANGO SLT 4X2 8 CIL AUT","CHRYSLER"
2007,"DURANGO SLT 4X4 8 CIL AUT","CHRYSLER"
2007,"DURANGO SLT EQUIPADO 4X4 8 CIL AUT","CHRYSLER"
2007,"DURANGO SLT PLUS PIEL 4X4 8 CIL AUT","CHRYSLER"
2007,"DURANGO SLT PLUS PIEL CD 4X2 8 CIL AUT","CHRYSLER"
2007,"DURANGO SLT PLUS PIEL CD 4X4 8 CIL AUT","CHRYSLER"
2007,"DURANGO ST 4X2 8 CIL AUT","CHRYSLER"
2007,"DURANGO SXT 4X2 8 CIL AUT","CHRYSLER"
2007,"E 63 AMG AUT 4PTAS","MERCEDES BENZ"
2007,"ECLIPSE GT","MITSUBISHI"
2007,"ECLIPSE GT AUT.  AA  EE BA CD 6 CIL.","MITSUBISHI"
2007,"ECLIPSE GT CONVERTIBLE AUT PIEL","MITSUBISHI"
2007,"ECLIPSE GT CONVERTIBLE STD PIEL","MITSUBISHI"
2007,"ECLIPSE GT SAM STD. AA PIEL QC 6 CIL.","MITSUBISHI"
2007,"ECLIPSE GT SE STD QC","MITSUBISHI"
2007,"ECLIPSE GT STD QC AC","MITSUBISHI"
2007,"ECO SPORT 4X2 A/AC BA 2.0L TM 5 VEL","FORD"
2007,"ECO SPORT SVP 4X2 EDICION LIMITADA","FORD"
2007,"ECONOLINE E-350 WAGON XL 15 PAS DIESEL 60L AUT","FORD"
2007,"ECOSPORT A.AC  XLT 4CIL. AUT.","FORD"
2007,"ECOSPORT A.AC  XLT PIEL 4CIL. AUT.","FORD"
2007,"ECOSPORT A/AC 4 CIL STD","FORD"
2007,"ECOSPORT A/AC PIEL 4 CIL STD","FORD"
2007,"ECOSPORT A/AC QC 4 CIL STD","FORD"
2007,"ECOSPORT A/AC QC PIEL 4 CIL STD","FORD"
2007,"ECOSPORT STD A/AC 4X2","FORD"
2007,"ECOSPORT XLT STD. AA PIEL 4 CIL.","FORD"
2007,"ENDEAVOR LIMITED A/AC PIEL QC 6 CIL AUT","MITSUBISHI"
2007,"ENDEAVOR LS A/AC TELA 6 CIL AUT","MITSUBISHI"
2007,"ENDEAVOR XLS A/AC PIEL 6 CIL AUT","MITSUBISHI"
2007,"ENDEAVOR XLS AUT. 6 CIL. TELA","MITSUBISHI"
2007,"EQUINOX A 6 CIL AUT","CHEVROLET"
2007,"EQUINOX B 6 CIL AUT","CHEVROLET"
2007,"EQUINOX C PIEL QC 6 CIL AUT","CHEVROLET"
2007,"ESCAPE LIMITED AUT","FORD"
2007,"ESCAPE LIMITED C/QC","FORD"
2007,"ESCAPE XLS 4X4 4WD AUT 4V","FORD"
2007,"ESCAPE XLS 4X4 AUT","FORD"
2007,"ESCAPE XLS AUT","FORD"
2007,"ESCAPE XLS AUT 4 CIL TELA","FORD"
2007,"ESCAPE XLS AUT TELA L4 R15 4P","FORD"
2007,"ESCAPE XLS H2C AUT 3.0L V6","FORD"
2007,"ESCAPE XLS I4 AUT A/AC QC RIN 16X7","FORD"
2007,"ESCAPE XLS L4 AUT.","FORD"
2007,"ESCAPE XLT 4X2  PIEL 6 CIL AUT","FORD"
2007,"ESCAPE XLT 4X2  PIEL QC 6 CIL AUT","FORD"
2007,"ESCAPE XLT 4X2 6 CIL AUT","FORD"
2007,"ESCAPE XLT DEPORTIVO","FORD"
2007,"ESCAPE XLT SPORT AUT","FORD"
2007,"EUROVAN DIESEL 4 CIL STD","VOLKSWAGEN"
2007,"EUROVAN T4 5 CIL STD","VOLKSWAGEN"
2007,"EUROVAN T4 A/AC VE 5 CIL STD","VOLKSWAGEN"
2007,"EUROVAN T5","VOLKSWAGEN"
2007,"EUROVAN T5 C/A AC","VOLKSWAGEN"
2007,"EUROVAN VR6 A/AC ABS BA EE 6 CIL AUT","VOLKSWAGEN"
2007,"EUROVAN VR6 A/AC ABS BA EE 6 CIL STD","VOLKSWAGEN"
2007,"EXPEDITION EDDIE BAUER 5.4 4X2 8 CIL AUT","FORD"
2007,"EXPEDITION EDDIE BAUER 5.4 4X4 8 CIL AUT","FORD"
2007,"EXPEDITION EDDIE BAUER MAX","FORD"
2007,"EXPEDITION EDDIE BAUER MAX 4X4 AUT. 8 CIL.","FORD"
2007,"EXPEDITION KING RANCH 4X2 8 CIL AUT","FORD"
2007,"EXPEDITION KING RANCH 4X4 8 CIL AUT","FORD"
2007,"EXPEDITION LIMITED QC 4X2 8 CIL AUT","FORD"
2007,"EXPEDITION LIMITED QC 4X4 8 CIL AUT","FORD"
2007,"EXPEDITION XLT 4X2 5.4","FORD"
2007,"EXPEDITION XLT P 4.6 PIEL 4X2 8 CIL AUT","FORD"
2007,"EXPEDITION XLT P 4.6 PIEL CD 4X2 8 CIL AUT","FORD"
2007,"EXPEDITION XLT PLUS 4.6 4X2 8 CIL AUT","FORD"
2007,"EXPEDITION XLT PLUS 5.4 4X2 8 CIL AUT","FORD"
2007,"EXPLORER EDDIE BAUER PIEL 4X2 8 CIL AUT","FORD"
2007,"EXPLORER EDDIE BAUER PIEL CD 4X4 8 CIL AUT","FORD"
2007,"EXPLORER EDDIE BAUER PIEL QC 4X2 8 CIL AUT","FORD"
2007,"EXPLORER EDDIE BAUER PIEL QC 4X4 8 CIL AUT","FORD"
2007,"EXPLORER LIMITED 4X2 8 CIL AUT","FORD"
2007,"EXPLORER LIMITED PIEL QC 4X2 8 CIL AUT","FORD"
2007,"EXPLORER LIMITED PIEL QC 4X4 8 CIL AUT","FORD"
2007,"EXPLORER XL VAG/SPORT 4X2 6 CIL AUT","FORD"
2007,"EXPLORER XLS 4X2 6 CIL AUT","FORD"
2007,"EXPLORER XLT 3R","FORD"
2007,"EXPLORER XLT 4X4 8 CIL AUT","FORD"
2007,"EXPLORER XLT BASE V6","FORD"
2007,"EXPLORER XLT EQ 4X2 8 CIL AUT","FORD"
2007,"EXPLORER XLT EQ PIEL 4X2 8 CIL AUT","FORD"
2007,"EXPLORER XLT4X2 6 CIL AUT","FORD"
2007,"EXPRESS PASS VAN C","CHEVROLET"
2007,"EXPRESS PASS VAN D","CHEVROLET"
2007,"EXPRESS PASS VAN L","CHEVROLET"
2007,"EXPRESS VAN 12 PAS 8 CIL AUT","CHEVROLET"
2007,"EXPRESS VAN 15 PAS 8 CIL AUT","CHEVROLET"
2007,"EXPRESS VAN 6 CIL AUT","CHEVROLET"
2007,"EXPRESS VAN LUJO 7/8 PAS 6/8 CIL AUT","CHEVROLET"
2007,"EXPRESS VAN PASSENGER 12 PAS 6 CIL AUT","CHEVROLET"
2007,"FERRARI 360 MODENA 8CIL. STD.","FERRARI"
2007,"FERRARI 360 MODENA F1 8CIL. AUT.","FERRARI"
2007,"FERRARI F355/360 SPIDER 8CIL. STD.","FERRARI"
2007,"FERRARI F355/360 SPIDER F1 8CIL. STD.","FERRARI"
2007,"FERRARI F430 8CIL. AUT.","FERRARI"
2007,"FERRARI F456 GT 12CL. STD.","FERRARI"
2007,"FERRARI F456 GTA 12CL. AUT.","FERRARI"
2007,"FIAT GRANDE PUNTO DYNAMIC","FIAT"
2007,"FIAT GRANDE PUNTO SPORT","FIAT"
2007,"FIAT PALIO 3 PTAS. STD. 4 CIL. 1400 CC SPORTING","FIAT"
2007,"FIAT PALIO ADVENTURE VAG E 4 CIL STD","FIAT"
2007,"FIAT PALIO ADVENTURE VAG L 4 CIL STD","FIAT"
2007,"FIAT PALIO B 4 CIL STD","FIAT"
2007,"FIAT PALIO C  A/AC CD 4 CIL STD","FIAT"
2007,"FIAT PALIO D A/AC CD RA 4 CIL STD","FIAT"
2007,"FIAT PALIO E A/AC CD RA EE 4 CIL STD","FIAT"
2007,"FIAT PALIO HB ELX 1.8L 4CIL 5PTAS PACK 1","FIAT"
2007,"FIAT PALIO PUNTO DYNAMIC STD. 4 CIL.","FIAT"
2007,"FIAT PANDA 4X4 AA BA EE ABS","FIAT"
2007,"FIAT PANDA CLIMBING 4X4 4CIL.STD.","FIAT"
2007,"FIAT PANDA CLIMBING DUALOGIC AUT. 4X4 4 CIL.","FIAT"
2007,"FIAT PANDA DYNAMIC DUALOGIC AUT. 4X2 4 CIL.","FIAT"
2007,"FIAT STILO SCHUMACHER STD. AA EE 5 CIL. 2.4 L. T. CORR.","FIAT"
2007,"FIESTA AMBIENTE A/AC 4 CIL STD","FORD"
2007,"FIESTA FIRST A/A Y5C","FORD"
2007,"FIESTA FIRST DH/HATCH 4 CIL STD","FORD"
2007,"FIESTA FIRST DH/HATCH A/AC 4 CIL STD","FORD"
2007,"FIESTA FX","FORD"
2007,"FIESTA HB AUT AAC EE","FORD"
2007,"FIESTA IKON BASICO 4 CIL STD","FORD"
2007,"FIESTA IKON BASICO A/AC 4 CIL STD","FORD"
2007,"FIESTA IKON FIRST 4 CIL STD","FORD"
2007,"FIESTA IKON MID 4 CIL STD","FORD"
2007,"FIESTA IKON MID A/AC 4CIL STD","FORD"
2007,"FIESTA IKON MID A/AC EQ 4CIL STD","FORD"
2007,"FIESTA IKON MID A/AC POWER PACK","FORD"
2007,"FIESTA NOTCH FIRST Y5D STD","FORD"
2007,"FIESTA NOTCH TREND AUT 1.6L 4CIL ","FORD"
2007,"FIESTA SD TREND COMFORT TA","FORD"
2007,"FIESTA SEDAN AUT AAC EE","FORD"
2007,"FIESTA SEDAN FIRST 4 CIL STD","FORD"
2007,"FIESTA SEDAN FIRST A/AC 4 CIL STD","FORD"
2007,"FIESTA SEDAN TREND A/AC 4 CIL STD","FORD"
2007,"FIESTA SEDAN TREND CONFORT STD EE BA","FORD"
2007,"FIESTA TREND A/AC DH 4 CIL STD","FORD"
2007,"FIESTA TREND CONFORT STD EE BA","FORD"
2007,"FIESTA Y4 TREND COMFORT","FORD"
2007,"FIT SPORT EX CVT","HONDA"
2007,"FIT SPORT EX STD","HONDA"
