idMarca,version,marca
2004,"MERCURY SABLE SD LS AUT TELA 6 CIL","FORD"
2004,"MERCURY SABLE SD LS VIP AUT PIEL A/AC CD C/T 6 CIL","FORD"
2004,"MERCURY SABLE SD LS VIP AUT PIEL A/AC CD QUEM 6 CIL","FORD"
2004,"MERIVA A EASYTRONIC CD A/AC","CHEVROLET"
2004,"MERIVA B STD 4 CIL","CHEVROLET"
2004,"MERIVA C STD A/AC R/A 4 CIL","CHEVROLET"
2004,"MERIVA C/A. AC. EE","CHEVROLET"
2004,"MERIVA D EASYTRONIC CD A/AC","CHEVROLET"
2004,"MERIVA M STD A/AC 4 CIL","CHEVROLET"
2004,"MERIVA N EASYTRONIC CD","CHEVROLET"
2004,"MERIVA V STD","CHEVROLET"
2004,"MG TF STD","MG ROVER"
2004,"MG TF STD 4 CIL","LAND ROVER"
2004,"MG ZR 5 PTAS.","MG ROVER"
2004,"MG ZT AUT 4 CIL","LAND ROVER"
2004,"MINI COOPER  S CHILLI","MINI COOPER"
2004,"MINI COOPER CHILI STD TELA QUEM 4 CIL","MINI COOPER"
2004,"MINI COOPER LAUNCH EDITION STD EQ 4 CIL","MINI COOPER"
2004,"MINI COOPER PEPPER STD PIEL QUEM 4 CIL","MINI COOPER"
2004,"MINI COOPER S CHILI DEPORTIVO STD QUEM 4 CIL","MINI COOPER"
2004,"MINI COOPER S HOT CHILI STD PIEL QUEM 4 CIL","MINI COOPER"
2004,"MINI COOPER S SALT SC STD 4 CIL","MINI COOPER"
2004,"MINI COOPER SALT STD 4 CIL","MINI COOPER"
2004,"MINI COPPERT S PEPPER","MINI COOPER"
2004,"MINIVAN SHARAN TURBO 1.8L","VOLKSWAGEN"
2004,"ML 320 VAGONETA AUT PIEL QUEM 6 CIL","MERCEDES BENZ"
2004,"ML 320 WAGON BASICA AUT TELA 6 CIL","MERCEDES BENZ"
2004,"ML 350 VAGONETA AUT 6 CIL","MERCEDES BENZ"
2004,"ML 350 VAGONETA AUT EQ A/AC PIEL B/A CD QUEM 6 CIL","MERCEDES BENZ"
2004,"ML 500 VAGONETA AUT PIEL QUEM 8 CIL","MERCEDES BENZ"
2004,"ML 55 VAGONETA AUT PIEL QUEM 8 CIL","MERCEDES BENZ"
2004,"MOD.307 CC A.AC. E.E 4CIL.STD.","PEUGEOT"
2004,"MOD.307 CC A.AC. E.E PIEL 4CIL.STD.","PEUGEOT"
2004,"MOD.307 XR A.AC. 4CIL.AUT.","PEUGEOT"
2004,"MOD.307 XT A.AC B.A.CD QUEM 4CIL.AUT.","PEUGEOT"
2004,"MONDEO CORE AUT 2L A/AC 4 CIL","FORD"
2004,"MONDEO CORE STD 2L A/AC 4 CIL","FORD"
2004,"MONDEO GHIA AUT 2.5L  A/AC 6 CIL","FORD"
2004,"MONDEO GHIA AUT 2.5L PIEL A/AC 6 CIL","FORD"
2004,"MONDEO GHIA AUT 2.5L PIEL A/AC QUEM 6 CIL","FORD"
2004,"MONDEO ST220","FORD"
2004,"MONDEO TREND AUT A/AC 6 CIL","FORD"
2004,"MONDEO TREND STD 2.5L A/AC 6 CIL","FORD"
2004,"MONDEO V6 AUT. C/A. AC.","FORD"
2004,"MONTERO LIMITED AUT 6 CIL","MITSUBISHI"
2004,"MONTERO SPORT XLS BASE AUT 6 CIL","MITSUBISHI"
2004,"MONTERO SPORT XLS TOURING AUT PIEL 6 CIL","MITSUBISHI"
2004,"MONTERO SPORT XLS TOURING SR AUT PIEL QUEM 6 CIL","MITSUBISHI"
2004,"MR2 SPYDER","TOYOTA"
2004,"MR2 SPYDER VP","TOYOTA"
2004,"MURANO SE 4X4 AUT A/AC QUEM E/E R/A 6 CIL","NISSAN"
2004,"MURANO SL 4X2 AUT A/AC QUEM E/E R/A 6 CIL","NISSAN"
2004,"MUSTANG GT AUT PIEL EQ 8 CIL","FORD"
2004,"MUSTANG GT AUT PIEL EQ VIP 8 CIL","FORD"
2004,"MUSTANG GT AUT TELA EQ 8 CIL","FORD"
2004,"MUSTANG GT CONVERTIBLE AUT PIEL A/AC 8 CIL","FORD"
2004,"MUSTANG GT STD PIEL EQ A/AC 8 CIL","FORD"
2004,"MUSTANG GT STD TELA EQ A/AC 8 CIL","FORD"
2004,"MUSTANG GT TIPICO AUT 8 CIL","FORD"
2004,"MÁXIMA SL PREMIUM AUT QUEM","NISSAN"
2004,"NEON CONVENIENCIA AUT A/AC 4 CIL","CHRYSLER"
2004,"NEON LE SEDAN ATX AAC","CHRYSLER"
2004,"NEON LE SEDAN AUT A/AC 4 CIL","CHRYSLER"
2004,"NEON LX SEDAN AUT A/AC B/A 4 CIL","CHRYSLER"
2004,"NEON RT SEDAN AUT A/AC B/A 4 CIL","CHRYSLER"
2004,"NEON RT SEDAN STD 4 CIL","CHRYSLER"
2004,"NEON RT SEDAN STD A/AC QUEM 4 CIL","CHRYSLER"
2004,"NEON SE SEDAN AUT","CHRYSLER"
2004,"NEON SE SEDAN AUT 4 CIL","CHRYSLER"
2004,"NEON SE SEDAN AUT A/AC 4 CIL","CHRYSLER"
2004,"NEON SE SEDAN STD A/AC 4 CIL","CHRYSLER"
2004,"NEON SE SEDAN STD.","CHRYSLER"
2004,"NEON SRT STD B/A 4 CIL","CHRYSLER"
2004,"NEON SRT4 STD 4 CIL","CHRYSLER"
2004,"NEON SRT4 STD B/A QUEM 4 CIL","CHRYSLER"
2004,"NEON SRT4 STD QUEM 4 CIL","CHRYSLER"
2004,"NEW BEETLE SPORT GLS STD","VOLKSWAGEN"
2004,"NEW BEETLE TURBO S AUT 4 CIL","VOLKSWAGEN"
2004,"NUEVO DERBY 18 PINT NORMAL AAC","VOLKSWAGEN"
2004,"ODYSSEY EX AUT A/AC 6 CIL","HONDA"
2004,"OUTLANDER LS AUT 4 CIL","MITSUBISHI"
2004,"OUTLANDER XLS AUT EE TELA A/AC B/A","MITSUBISHI"
2004,"OUTLANDER XLS AUT PIEL QUEM 4 CIL","MITSUBISHI"
2004,"OUTLANDER XLS QUEM 4CIL.AUT.","MITSUBISHI"
2004,"PACIFICA SPORT TOURER AUT A/AC 6 CIL ","CHRYSLER"
2004,"PACIFICA SPORT TOURER AUT PIEL A/AC 6 CIL ","CHRYSLER"
2004,"PACIFICA SPORT TOURER AUT TELA","CHRYSLER"
2004,"PACIFICA SPORT TOURER AUT TELA Q/C","CHRYSLER"
2004,"PACIFICA SPORT TOURER AUT.PIEL S/QC","CHRYSLER"
2004,"PASSAT AUT PIEL A/AC 4 CIL","VOLKSWAGEN"
2004,"PASSAT AUT PIEL QUEM 4 CIL","VOLKSWAGEN"
2004,"PASSAT AUT PIEL QUEM 6 CIL","VOLKSWAGEN"
2004,"PASSAT NUEVA GEN AUT QUEM 6 CIL","VOLKSWAGEN"
2004,"PASSAT TIPTRONIC 4MOTION 4X4 AUT PIEL 6 CIL","VOLKSWAGEN"
2004,"PASSAT TIPTRONIC NUEVA GEN 1.8L AUT PIEL QUEM 4 CIL","VOLKSWAGEN"
2004,"PASSAT TIPTRONIC V6 28L PIEL QC","VOLKSWAGEN"
2004,"PASSAT V6 4-MOTION 4X4","VOLKSWAGEN"
2004,"PASSAT V6 TRIPTRONIC PIEL QC","VOLKSWAGEN"
2004,"PASSAT W8 TRIPTONIC 4X4","VOLKSWAGEN"
2004,"PATHFINDER ARMADA SE 4X2 PIEL ARRAS","NISSAN"
2004,"PATHFINDER ARMADA SE 4X2 PIEL Q/C","NISSAN"
2004,"PATHFINDER ARMADA SE 4X2 TELA AUT","NISSAN"
2004,"PATHFINDER ARMADA SE 4X4","NISSAN"
2004,"PATHFINDER ARMADA SE 4X4  VP QC","NISSAN"
2004,"PATHFINDER LE 4X2 AUT PIEL A/AC 6 CIL","NISSAN"
2004,"PATHFINDER LE 4X4 AUT PIEL A/AC 6 CIL","NISSAN"
2004,"PEUGEOT 206 CC TIPTRONIC PIEL","PEUGEOT"
2004,"PEUGEOT 206 XR PRESENCE 3P EQUIPADO","PEUGEOT"
2004,"PEUGEOT 307 SW VP","PEUGEOT"
2004,"PEUGEOT 307 XR BREAK","PEUGEOT"
2004,"PEUGEOT 307 XT BREAK","PEUGEOT"
2004,"PEUGEOT 406 AMBIANCE","PEUGEOT"
2004,"PILOT 4X4 AUT PIEL A/AC B/A 6 CIL","HONDA"
2004,"PLATINA A AUT A/AC","NISSAN"
2004,"PLATINA A AUT A/AC D/H 4 CIL","NISSAN"
2004,"PLATINA A AUT D/H 4 CIL","NISSAN"
2004,"PLATINA A STD","NISSAN"
2004,"PLATINA A STD A/AC D/H 4 CIL","NISSAN"
2004,"PLATINA A STD D/H 4 CIL","NISSAN"
2004,"PLATINA K AUT 4PTAS","NISSAN"
2004,"PLATINA K AUT A/AC 4 PTAS 4 CIL","NISSAN"
2004,"PLATINA K AUT D/H 4 PTAS 4 CIL","NISSAN"
2004,"PLATINA K PLUS AUT 4 CIL","NISSAN"
2004,"PLATINA K PLUS AUT A/AC D/H 4 CIL","NISSAN"
2004,"PLATINA K PLUS AUT D/H 4 CIL","NISSAN"
2004,"PLATINA K STD","NISSAN"
2004,"PLATINA K STD A/AC 4 CIL","NISSAN"
2004,"PLATINA K STD D/H 4 CIL","NISSAN"
2004,"PLATINA K STD PLUS","NISSAN"
2004,"PLATINA K STD PLUS A/AC D/H 4 CIL","NISSAN"
2004,"PLATINA K STD PLUS D/H 4 CIL","NISSAN"
2004,"PLATINA Q STD 4 CIL","NISSAN"
2004,"PLATINA Q STD A/AC D/H 4 CIL","NISSAN"
2004,"POINTER / CITY / MI A.AC. 4PTAS 4CIL.STD.","VOLKSWAGEN"
2004,"POINTER CITY 3PTAS STD LOW COST","VOLKSWAGEN"
2004,"POINTER CITY 5 PTS STD D/H","VOLKSWAGEN"
2004,"POINTER CITY 5PTAS LOW COST AAC","VOLKSWAGEN"
2004,"POINTER CITY 5PTAS STD LOW COST","VOLKSWAGEN"
2004,"POINTER CITY BASICO STD 3 PTAS 4 CIL","VOLKSWAGEN"
2004,"POINTER CITY LOW COST 3PTAS AAC","VOLKSWAGEN"
2004,"POINTER CITY SD STD BASICO PINT MET","VOLKSWAGEN"
2004,"POINTER CITY SD STD. BASICO","VOLKSWAGEN"
2004,"POINTER CITY STD A/AC 3 PTAS 4 CIL","VOLKSWAGEN"
2004,"POINTER CITY STD A/AC D/H 5 PTAS 4 CIL","VOLKSWAGEN"
2004,"POINTER CITY/MI SD STD BASICO","VOLKSWAGEN"
2004,"POINTER CONFORT STD 4 CIL","VOLKSWAGEN"
2004,"POINTER CONFORTLINE STD A/AC D/H 4 CIL","VOLKSWAGEN"
2004,"POINTER CONFORTLINE STD A/AC E/E D/H 4 CIL","VOLKSWAGEN"
2004,"POINTER COUPE STD AAC AUSTERO","VOLKSWAGEN"
2004,"POINTER GTI STD A/AC 4 CIL","VOLKSWAGEN"
2004,"POINTER MI STD 3PTAS","VOLKSWAGEN"
2004,"POINTER MI STD 4 CIL","VOLKSWAGEN"
2004,"POINTER MI STD A/AC 5 PTAS 4 CIL","VOLKSWAGEN"
2004,"POINTER MI STD AAC 3PTAS","VOLKSWAGEN"
2004,"POINTER SD AUSTERO STD","VOLKSWAGEN"
2004,"POINTER ST WAGON CONFORTLINE AAC","VOLKSWAGEN"
2004,"POINTER ST WAGON CONFORTLINE LUJO 4 CIL","VOLKSWAGEN"
2004,"POINTER ST WAGON STD DH AAC EQ","VOLKSWAGEN"
2004,"POINTER ST WAGON WOLFSBURG EDITION STD 4 CIL","VOLKSWAGEN"
2004,"POINTER STATION WAGON CONFORLINE SA","VOLKSWAGEN"
2004,"POINTER TRENDLINE STD 5 PTAS 4 CIL","VOLKSWAGEN"
2004,"POINTER TRENDLINE STD A/AC 5 PTAS 4 CIL","VOLKSWAGEN"
2004,"POINTER VAG STD 4 CIL","VOLKSWAGEN"
2004,"POLO 2.0L CONFORTLINE STD","VOLKSWAGEN"
2004,"POLO 4PTAS 2OL STD A/AC VE CD","VOLKSWAGEN"
2004,"POLO BASE 5PTAS STD AAC","VOLKSWAGEN"
2004,"POLO BASE 5PTAS STD SA","VOLKSWAGEN"
2004,"POLO BASE STD 4 PTAS 4 CIL","VOLKSWAGEN"
2004,"POLO BASE STD A/AC 4 PTAS 4 CIL","VOLKSWAGEN"
2004,"POLO COMFORTLINE 2L A/AC 5 PTAS 4 CIL","VOLKSWAGEN"
2004,"POLO COMFORTLINE A/AC 4 PTAS 4 CIL","VOLKSWAGEN"
2004,"POLO HATCHBACK CONFORTLINE 4 CIL. 1.6 L. 5 PTAS.","VOLKSWAGEN"
2004,"POLO NB STD. 4 PTAS. AA EE","VOLKSWAGEN"
2004,"PONTIAC G4 4P PQ F","PONTIAC"
2004,"PONTIAC GRAND AM GT COUPE AUT A/AC QUEM 6 CIL","PONTIAC"
2004,"PONTIAC GRAND AM GT COUPE AUT PIEL A/AC 6 CIL","PONTIAC"
2004,"PONTIAC GRAND AM GT SD AUT A/AC 6 CIL","PONTIAC"
2004,"PONTIAC GRAND AM GT SD AUT PIEL A/AC QUEM 6 CIL","PONTIAC"
2004,"PONTIAC GRAND AM SE SD AUT A/AC 6 CIL","PONTIAC"
2004,"PONTIAC GRAND AM SE SD PIEL AUT F","PONTIAC"
2004,"PONTIAC MATIZ B STD D/H 4 CIL","PONTIAC"
2004,"PONTIAC MATIZ C/E LUJO STD A/AC 4 CIL","PONTIAC"
2004,"PONTIAC MATIZ M/D STD A/AC 4 CIL","PONTIAC"
2004,"PONTIAC MATIZ V/A BASICO STD 4 CIL","PONTIAC"
2004,"PONTIAC SUNFIRE E 4PTAS.","PONTIAC"
2004,"PONTIAC SUNFIRE GT MILENIO STD 4 CIL","PONTIAC"
2004,"PONTIAC SUNFIRE SD A STD A/AC 4 CIL","PONTIAC"
2004,"PONTIAC SUNFIRE SD B AUT A/AC 4 CIL","PONTIAC"
2004,"PONTIAC SUNFIRE SD F STD 4 CIL","PONTIAC"
2004,"PONTIAC SUNFIRE SD G STD A/AC 4 CIL","PONTIAC"
2004,"PONTIAC SUNFIRE SD H AUT A/AC E/E 4 CIL","PONTIAC"
2004,"PONTIAC SUNFIRE STD. C/A. AC.","PONTIAC"
2004,"PONTIAC SUNFIRE Z69 J COUPE STD A/AC 4 CIL","PONTIAC"
2004,"PORSCHE CAYENNE TIPTRONIC V6","PORSCHE"
2004,"PT CRUISER CLASSIC AUT 4 CIL","CHRYSLER"
2004,"PT CRUISER CLASSIC AUT A/AC 4 CIL","CHRYSLER"
2004,"PT CRUISER CLASSIC STD 4 CIL","CHRYSLER"
2004,"PT CRUISER CLASSIC STD A/AC 4 CIL","CHRYSLER"
2004,"PT CRUISER CLASSIC TIPICO AUT. C/A. AC.","CHRYSLER"
2004,"PT CRUISER CLASSIC TIPICO STD","CHRYSLER"
2004,"PT CRUISER DREAM AUT A/AC PIEL QUEM 4CIL","CHRYSLER"
2004,"PT CRUISER GT CONV. ATX","CHRYSLER"
2004,"PT CRUISER GT STD AAC QC BA","CHRYSLER"
2004,"PT CRUISER TOURING AUT A/AC 4 CIL","CHRYSLER"
2004,"PT CRUISER TOURING AUT A/AC QUEM V/E 4 CIL","CHRYSLER"
2004,"PT CRUISER TOURING CONV. ATX","CHRYSLER"
2004,"PT CRUISER TOURING TIPICO AUT A/AC","CHRYSLER"
2004,"PT CRUISER TURBO AUT","CHRYSLER"
2004,"PT CRUISER TURBO AUT A/AC E/E 4 CIL","CHRYSLER"
2004,"PT CRUISER TURBO STD","CHRYSLER"
2004,"PT CRUISER TURBO STD A/AC E/E 4 CIL","CHRYSLER"
2004,"Q 9-3 SE 2L AUT 5 PTAS 4 CIL","SAAB"
2004,"Q 9-3 SPORT SEDAN 4PTAS","SAAB"
2004,"Q 9-5 AERO AUT 4 PTAS 6 CIL","SAAB"
2004,"QUEST GXE/SL AUT A/AC 6 CIL","NISSAN"
2004,"QUEST S A.AC. 6CIL.AUT.","NISSAN"
2004,"QUEST SE AUT PIEL","NISSAN"
2004,"QUEST SL A.AC. PIEL QUEM 6CIL.AUT.","NISSAN"
2004,"RAM WAGON 1500 PASAJEROS 6 CIL","CHRYSLER"
2004,"RAM WAGON 1500 SLT PASAJEROS 8 CIL","CHRYSLER"
2004,"RAM WAGON 2500 PASAJEROS 8 CIL","CHRYSLER"
2004,"RAM WAGON 2500 SLT PASAJEROS 8 CIL","CHRYSLER"
2004,"RANGER ROVER HSE VAG AUT PIEL 8 CIL","LAND ROVER"
2004,"RAV4 4X2 AUT 4 CIL","TOYOTA"
2004,"RAV4 4X2 STD 4 CIL","TOYOTA"
2004,"RAV4 4X4 AUT 4 CIL","TOYOTA"
2004,"RAV4 4X4 STD 4CIL","TOYOTA"
2004,"RAV4 L AUT PIEL QUEM 4 CIL","TOYOTA"
2004,"ROVER 75 AUT.","MG ROVER"
2004,"ROVER 75 CLUB","MG ROVER"
2004,"ROVER MG ZR 4CIL.STD.","LAND ROVER"
2004,"RS6  QUATTRO TIPTRONIC  PIEL QUEM","AUDI"
2004,"RS6 BITURBO QUATTRO AUT PIEL QUEM 8 CIL","AUDI"
2004,"S 500L COUPE AUT","MERCEDES BENZ"
2004,"S 500L SD AUT","MERCEDES BENZ"
2004,"S 600L COUPE AUT","MERCEDES BENZ"
2004,"S 600L SD AUT","MERCEDES BENZ"
2004,"S 9-5 SEDAN AERO AUT PIEL","SAAB"
2004,"S TYPE AUT 30 V6 SPORT","JAGUAR"
2004,"S TYPE AUT 42 V6","JAGUAR"
2004,"S TYPE AUT 6 CIL","JAGUAR"
2004,"S TYPE AUT 8 CIL","JAGUAR"
2004,"S TYPE DEPORTIVO AUT 6 CIL","JAGUAR"
2004,"S TYPE DEPORTIVO AUT 8 CIL","JAGUAR"
2004,"S TYPE R AUT 8 CIL","JAGUAR"
2004,"S3 TURBO QUATTRO STD 4 CIL","AUDI"
2004,"S40 SD AUT 1.8L 200 CP 4 CIL","VOLVO"
2004,"S40 SD AUT 2.0T/1.9L 4 CIL.","VOLVO"
2004,"S6 SD QUATTRO TRIPTONIC AUT 8 CIL","AUDI"
2004,"S60 20T AUT 4 PTAS 5 CIL","VOLVO"
2004,"S60 20T STD 4 PTAS 5 CIL","VOLVO"
2004,"S60 24T GEARTRONIC AUT 4 PTAS 5 CIL","VOLVO"
2004,"S60 T5 AUT/STD 4 PTAS 5 CIL","VOLVO"
2004,"S60 T5 GEARTRONIC AUT/STD 4 PTAS 5 CIL","VOLVO"
2004,"S80 SD AUT 2.9L 201 CP 6 CIL","VOLVO"
2004,"S80 SD AUT 2.9L 268 CP 6 CIL","VOLVO"
2004,"S80 T6 ANNIVERSARY AUT 2.8L 272 CP 6 CIL","VOLVO"
2004,"SAAB 9-3 "B" LINEAR TURBO 2.0L. 4 PTAS.","SAAB"
2004,"SAAB 9-3 LINEAR SPORT SEDAN A 4P","SAAB"
2004,"SAAB S 9-3 VECTOR PIEL 4CIL.STD.","SAAB"
2004,"SAAB V 9-3 VECTOR PIEL 4CIL.AUT.","SAAB"
2004,"SCENIC AUT PIEL A/AC","RENAULT"
2004,"SCENIC AUT TELA A/AC","RENAULT"
2004,"SCENIC AUTHENTIQUE AUT TELA A/AC 4 CIL","RENAULT"
2004,"SCENIC AUTHENTIQUE STD TELA A/AC 4 CIL","RENAULT"
2004,"SCENIC EXPRESSION AUT PIEL A/AC","RENAULT"
2004,"SCENIC EXPRESSION AUT TELA A/AC","RENAULT"
2004,"SCENIC EXPRESSION STD PIEL A/AC","RENAULT"
2004,"SCENIC EXPRESSION STD TELA A/AC","RENAULT"
2004,"SCENIC STD PIEL A/AC","RENAULT"
2004,"SCENIC STD TELA A/AC","RENAULT"
2004,"SCL 500 AUT","MERCEDES BENZ"
2004,"SCL 600 AUT","MERCEDES BENZ"
2004,"SD 1600 STD 4 CIL","VOLKSWAGEN"
2004,"SD CITY STD 4 CIL","VOLKSWAGEN"
2004,"SEAT CORDOBA LUJO STD. C/A AC. V.E.","SEAT"
2004,"SEAT CORDOBA STELLA 2.0L","SEAT"
2004,"SEAT CORDOBA STELLA C/A AC.","SEAT"
2004,"SEAT CORDOBA STELLA C/A AC. QC","SEAT"
2004,"SEAT IBIZA STELLA 20.L STD","SEAT"
2004,"SEAT IBIZA STELLA 20.L STD C/A AC. QC","SEAT"
2004,"SEDAN 1600 STD EQ 4 CIL","VOLKSWAGEN"
2004,"SEDAN 1600 ULTIMA EDICION STD 4 CIL","VOLKSWAGEN"
2004,"SEDAN PINT METALICAPERLADA","VOLKSWAGEN"
2004,"SEDAN SUMMER","VOLKSWAGEN"
2004,"SENTRA GST TIPICO AUT 4 CIL","NISSAN"
2004,"SENTRA GST TIPICO AUT A/AC 4 CIL","NISSAN"
2004,"SENTRA GST TIPICO STD 4 CIL","NISSAN"
2004,"SENTRA GST TIPICO STD A/AC 4 CIL","NISSAN"
2004,"SENTRA GXE AUT A/AC QUEM 4 CIL","NISSAN"
2004,"SENTRA GXE L1 AUT A/AC 4 CIL","NISSAN"
2004,"SENTRA GXE L1 STD A/AC 4 CIL","NISSAN"
2004,"SENTRA GXE L2 AUT A/AC 4 CIL","NISSAN"
2004,"SENTRA GXE L2 STD A/AC 4 CIL","NISSAN"
2004,"SENTRA GXE SPORT AUT A/AC B/A E/E 4 CIL","NISSAN"
2004,"SENTRA GXE SPORT STD A/AC B/A E/E 4 CIL","NISSAN"
2004,"SENTRA GXE STD A/AC QUEM 4 CIL","NISSAN"
2004,"SENTRA LE AUT A/AC 4 CIL","NISSAN"
2004,"SENTRA SE-R STD A/AC E/E CD B/A QUEM 4 CIL","NISSAN"
2004,"SENTRA XE TIPICO AUT 4 CIL","NISSAN"
2004,"SENTRA XE TIPICO AUT A/AC 4 CIL","NISSAN"
2004,"SENTRA XE TIPICO STD 4 CIL","NISSAN"
2004,"SENTRA XE TIPICO STD A/AC 4 CIL","NISSAN"
2004,"SERIE 3 320I AUT LUJO LEATHERETTE","BMW"
2004,"SERIE 3 325CI COUPE SMG FORMULA 1","BMW"
2004,"SERIE 3 325CIA HARD TOP 2 PTAS","BMW"
2004,"SERIE 3 325I A F1","BMW"
2004,"SERIE 3 325IA TOP LINE","BMW"
2004,"SERIE 3 330I F1 STD","BMW"
2004,"SERIE 5 530IA AAC PIEL BA CD LUJO","BMW"
2004,"SERIE 5 530IA TOP AAC PIEL BA CD","BMW"
2004,"SERIE 5 530IA TOP ACTIVE DINAMIC","BMW"
2004,"SERIE 5 545IA TOP ACTIVE DYNAMIC","BMW"
2004,"SHARAN COMFORTLINE DOB CLIMATRONIC","VOLKSWAGEN"
2004,"SHARAN CONFORLINE TIPTRONIC AUT A/AC E/E 4 CIL","VOLKSWAGEN"
2004,"SIENNA LE AUT A/AC 6 CIL","TOYOTA"
2004,"SIENNA XLE AUT A/AC 6 CIL","TOYOTA"
2004,"SIENNA XLE LIMITED AUT A/AC PIEL QUEM 6 CIL","TOYOTA"
2004,"SL 320 K CONVERTIBLE AUT 6 CIL","MERCEDES BENZ"
2004,"SL 500 CONVERTIBLE AUT 8 CIL","MERCEDES BENZ"
2004,"SL 55 AMG AUT 8 CIL","MERCEDES BENZ"
2004,"SL 600 CONVERTIBLE AUT 12 CIL","MERCEDES BENZ"
2004,"SLK 200 K SPORT CONVERTIBLE AUT PIEL 4 CIL","MERCEDES BENZ"
2004,"SLK 230  K CONVERTIBLE AUT PIEL 4 CIL","MERCEDES BENZ"
2004,"SLK 230 K SPORT CONVERTIBLE AUT PIEL 4 CIL","MERCEDES BENZ"
2004,"SLK 230 K SPORT CONVERTIBLE STD PIEL 4 CIL","MERCEDES BENZ"
2004,"SLK 32 AMG AUT 6 CIL","MERCEDES BENZ"
2004,"SLK 320 SPORT CONVERTIBLE AUT PIEL 4 CIL","MERCEDES BENZ"
2004,"SMART CITY BRABUS NUEVA VERSION","SMART"
2004,"SMART CITY CABRIO","SMART"
2004,"SMART CITY COUPE NUEVA VERSION","SMART"
2004,"SMART CITY COUPE PASION DIESEL","SMART"
2004,"SMART CITY COUPE PASION GASOLINA","SMART"
2004,"SMART CITY COUPE PULSE GASOLINA","SMART"
2004,"SMART CROSSBLADE","SMART"
2004,"SMART FORTWO CABRIO AUT","SMART"
2004,"SMART FORTWO COUPE AAC PIEL","SMART"
2004,"SMART ROADSTER","SMART"
2004,"SMART ROADSTER CABRIO NUEVA VERSION","SMART"
2004,"SMART ROADSTER COUPE","SMART"
2004,"SONORA A CUSTOM AUT A/AC 8 CIL","CHEVROLET"
2004,"SONORA A LUJO AUT TELA AAC DH CD","CHEVROLET"
2004,"SONORA B LUJO AUT 8 CIL","CHEVROLET"
2004,"SONORA C SUPER LUJO AUT 8 CIL","CHEVROLET"
2004,"SPACE STAR CONFORT STD A/AC","MITSUBISHI"
2004,"SPACE STAR FAMILY AAC","MITSUBISHI"
2004,"SPACE STAR FAMILY CONFORT STD A/AC 4 CIL","MITSUBISHI"
2004,"SPACE STAR FAMILY STD 4 CIL","MITSUBISHI"
2004,"SPACE STAR FAMILY STD A/AC 4 CIL","MITSUBISHI"
2004,"SPIDER CABRIO STD 3L 6 CIL","ALFA ROMEO"
2004,"SPRINTER WAGON AUT 10 PAS 5 CIL","MERCEDES BENZ"
2004,"SPRINTER WAGON AUT 15 PAS 5 CIL","MERCEDES BENZ"
2004,"SPRINTER WAGON AUT 8 PAS 5 CIL","MERCEDES BENZ"
2004,"SPRINTER WAGON AUT LUJO 10 PAS 5 CIL","MERCEDES BENZ"
2004,"STRATUS BASE AUT 4 CIL","CHRYSLER"
2004,"STRATUS BASE STD 4 CIL","CHRYSLER"
2004,"STRATUS SE ATX A/AC 4 CIL","CHRYSLER"
2004,"STRATUS SE AUT A/AC 4 CIL","CHRYSLER"
2004,"STRATUS SE MTX AUT 4 CIL","CHRYSLER"
2004,"STRATUS SE STD A/AC 4 CIL","CHRYSLER"
2004,"STRATUS SE STD.","CHRYSLER"
2004,"STRATUS SP RT TURBO AUT A/AC 4 CIL","CHRYSLER"
2004,"STRATUS SP RT TURBO AUT A/AC B/A 4 CIL","CHRYSLER"
2004,"STRATUS SP RT TURBO AUT A/AC B/A CD 4 CIL","CHRYSLER"
2004,"STRATUS SP RT TURBO AUT A/AC QUEM B.A. 4 CIL","CHRYSLER"
2004,"STRATUS SP RT TURBO AUT CD QUEM 4 CIL","CHRYSLER"
2004,"STYPE AJ SEDAN AUT V6","JAGUAR"
2004,"SUBURBAN A 8CIL.AUT.","CHEVROLET"
2004,"SUBURBAN B AUT A/AC PIEL DVD CD VE","CHEVROLET"
2004,"SUBURBAN CHEYENNE AUT PIEL A/AC 8 CIL DVD  PAQ B","CHEVROLET"
2004,"SUBURBAN CHEYENNE AUT PIEL A/AC 8 CIL DVD Q/C PAQ C","CHEVROLET"
2004,"SUBURBAN CHEYENNE AUT TELA A/AC EQ 8 CIL","CHEVROLET"
2004,"SUBURBAN LS N AUT A/AC EQ","CHEVROLET"
2004,"TF HARD TOP","MG ROVER"
2004,"TOLEDO SIGNO AUT A/AC 4 PTAS 4 CIL","SEAT"
2004,"TOLEDO SIGNO AUT A/AC QUEM 4 PTAS 4 CIL","SEAT"
2004,"TOLEDO SIGNO STD A/AC 4 PTAS 4 CIL","SEAT"
2004,"TOLEDO SIGNO STD A/AC QUEM 4 PTAS 4 CIL","SEAT"
2004,"TOLEDO SIGNO TURBO AUT A/AC E/E 4 CIL","SEAT"
2004,"TOLEDO SIGNO TURBO AUT A/AC E/E QUEM 4 CIL","SEAT"
2004,"TOLEDO SIGNO TURBO STD A/AC E/E 4 CIL","SEAT"
2004,"TOLEDO SIGNO TURBO STD A/AC E/E QUEM 4 CIL","SEAT"
2004,"TOLEDO SPORT TURBO A/AC 4 PTAS 4 CIL","SEAT"
2004,"TOLEDO SPORT TURBO A/AC PIEL QUEM 4 PTAS 4 CIL","SEAT"
